bm_datastore_asList_10 bm_datastore_asSingleEntity bm_datastore_delete bm_datastore_get bm_datastore_put bm_memcache_delete bm_memcache_get bm_memcache_put
25 8 31 5 44 3 2 2 120
25 9 30 6 61 2 3 2 146
23 8 40 7 45 3 2 2 131
35 9 40 7 45 3 2 2 152
24 9 88 6 48 3 3 2 185
30 9 27 7 45 3 3 2 134
25 8 26 8 45 3 2 3 122
25 9 77 7 45 2 2 2 169
24 10 30 8 46 2 3 2 127
32 10 29 7 42 2 3 2 130
29 9 29 8 47 3 4 3 136
32 9 30 8 50 3 3 3 142
28 8 31 87 49 3 3 3 214
37 9 30 8 44 3 4 8 146
34 10 30 8 47 3 3 4 144
31 9 31 18 50 2 2 3 153
36 9 28 8 49 3 3 4 149
31 10 32 17 46 3 3 2 145
25 44 30 7 43 3 2 2 161
33 10 28 8 74 4 3 3 167
27 8 69 17 50 4 2 3 182
24 9 43 6 46 4 4 3 145
25 11 31 6 46 3 4 15 147
25 11 30 55 96 3 3 2 229
30 8 30 8 46 2 3 3 138
27 11 31 7 45 3 3 3 132
30 9 32 7 51 3 2 2 143
33 9 31 8 51 3 3 3 147
26 9 27 7 48 3 3 2 126
28 9 28 7 55 3 2 2 134
31 10 27 7 48 3 2 2 139
31 8 29 9 45 2 3 2 130
30 9 30 7 48 2 3 2 137
30 9 31 6 46 2 3 2 137
29 8 27 8 72 3 2 2 158
28 9 29 8 47 3 2 2 128
30 8 26 8 45 3 3 2 129
31 8 31 6 44 2 3 2 136
29 7 30 33 45 2 3 2 159
33 8 33 7 45 2 3 2 136
34 9 33 18 48 2 2 2 152
29 8 29 8 44 2 3 2 126
39 21 27 7 51 3 3 2 157
28 8 31 10 42 3 3 2 129
34 8 28 9 46 3 3 3 142
40 9 26 7 48 4 3 3 142
36 9 30 6 46 4 3 3 143
36 13 29 8 46 3 3 3 142
35 9 29 9 53 3 2 2 146
37 10 4641 8 49 2 3 4 4762
22 9 31 6 49 8 3 2 131
34 10 25 6 48 3 6 2 136
33 9 33 7 47 3 6 3 143
31 8 30 8 46 3 3 8 143
35 8 31 7 47 3 3 6 148
27 7 29 8 45 3 2 7 137
29 8 30 7 45 2 2 263 389
30 8 26 8 51 3 3 3 136
25 8 31 44 52 3 2 2 172
27 8 24 7 46 3 2 3 120
26 8 32 6 48 3 2 3 131
34 9 29 8 73 3 3 3 168
35 9 27 7 46 2 3 2 137
31 9 30 8 45 3 3 4 136
30 8 27 7 47 2 2 2 132
80 8 27 8 316 3 3 1 449
28 8 26 68 46 3 3 2 185
33 9 27 7 44 3 3 2 129
31 8 29 8 45 3 2 3 137
28 7 27 7 45 3 2 2 127
35 9 33 10 45 4 4 4 146
30 9 29 7 63 3 4 3 150
28 9 27 8 42 4 3 3 125
29 9 29 7 45 3 3 3 134
54 9 28 6 45 3 3 4 161
28 8 34 9 47 3 2 3 135
33 9 31 7 45 4 3 4 140
37 9 27 7 44 3 4 4 143
25 8 30 7 60 2 3 2 144
27 9 29 6 46 3 2 2 132
29 9 28 8 46 3 3 1 127
22 8 32 7 43 3 2 1 127
29 9 33 7 45 4 3 2 139
27 15 33 7 44 3 3 2 142
34 9 28 5 73 3 2 1 163
29 9 30 17 48 3 3 3 146
30 7 26 7 45 2 3 2 131
35 6 26 6 45 3 3 3 135
34 7 26 7 45 2 2 3 131
29 8 28 17 47 3 3 1 136
35 8 25 7 43 3 3 2 127
28 9 39 7 66 3 3 2 164
28 9 26 7 43 2 2 4 130
29 9 28 6 50 3 3 2 136
28 13 39 15 79 2 3 2 186
36 8 29 6 57 3 2 2 152
255 8 28 16 44 3 3 3 369
32 7 28 20 44 4 3 3 141
22 7 26 7 54 2 3 2 129
33 10 32 17 50 4 3 2 156
25 9 31 7 48 4 4 3 138
33 10 27 7 75 4 2 4 165
33 7 30 6 68 3 7 2 162
27 9 37 16 67 4 3 2 171
27 10 28 8 45 3 2 2 125
27 10 31 9 48 3 3 3 143
33 11 29 7 48 2 4 3 137
115 8 32 7 46 3 2 2 219
28 8 49 7 47 3 3 2 153
29 9 30 6 45 3 3 2 132
29 8 31 18 44 2 2 2 140
24 8 29 6 45 3 3 2 124
27 8 28 8 45 3 2 2 126
28 9 28 7 46 2 2 2 125
30 9 30 7 49 2 3 2 138
28 9 29 19 56 4 3 3 151
24 8 27 7 45 3 3 2 127
25 8 29 7 44 3 3 2 128
30 7 31 6 44 2 2 2 129
34 8 28 7 73 3 3 2 159
29 9 30 7 41 3 3 3 130
29 8 77 7 70 3 2 2 201
25 8 28 8 49 3 2 2 126
31 10 32 18 44 3 3 2 144
28 9 31 8 42 2 3 2 130
34 9 30 8 46 4 4 3 145
34 8 27 7 46 3 4 1 138
32 7 26 7 47 3 3 2 136
29 8 26 7 45 3 3 3 127
30 8 25 7 44 2 4 4 130
41 8 26 6 44 3 2 2 138
34 8 30 6 76 3 3 3 170
29 8 28 7 53 2 3 2 132
27 8 27 8 73 2 3 2 158
29 7 26 17 66 3 2 2 160
37 7 27 35 57 2 3 2 176
35 8 27 7 45 3 2 2 136
35 8 38 8 45 2 2 2 145
29 8 32 6 47 3 3 2 130
29 47 30 6 45 3 2 1 165
26 9 28 6 47 2 3 2 129
68 8 29 6 43 3 3 2 170
26 9 26 8 44 2 3 2 129
30 9 30 7 46 3 2 2 133
95 9 31 7 48 2 2 3 203
28 11 32 7 44 3 3 2 139
31 9 127 8 48 3 4 3 241
34 9 49 46 45 4 2 3 198
38 9 28 8 49 3 3 2 144
28 9 31 17 67 2 3 2 168
44 10 40 16 77 3 4 5 206
95 8 28 7 44 4 2 4 194
34 10 31 6 47 3 4 4 147
38 15 31 65 43 3 3 6 205
28 9 27 7 44 3 3 4 128
35 10 30 27 49 3 3 3 168
25 8 48 6 48 3 4 7 155
28 12 28 6 44 3 3 3 135
27 8 83 17 48 4 3 3 193
30 10 31 7 45 2 3 2 131
28 8 31 17 322 3 2 3 419
29 9 29 8 45 3 2 2 133
28 7 33 8 43 2 2 3 133
35 11 31 8 51 4 3 3 149
24 9 70 7 45 3 3 1 164
31 9 29 7 45 2 3 2 134
27 11 27 6 46 3 2 2 131
27 9 31 18 71 3 3 2 172
24 10 31 7 44 2 3 1 131
23 10 31 7 45 2 3 2 125
29 8 28 7 47 3 2 3 134
49 8 29 6 44 2 3 3 151
26 8 31 6 46 3 2 2 133
24 8 31 11 47 2 3 2 128
23 8 27 6 47 3 2 2 126
27 8 26 7 49 3 3 2 129
29 9 30 7 46 4 3 2 133
32 13 31 7 47 3 3 3 142
29 8 29 16 46 2 3 3 144
27 8 34 18 77 2 3 2 173
25 9 29 7 45 2 2 2 121
26 11 28 7 46 3 3 3 129
29 10 27 7 157 2 3 1 239
29 9 30 8 47 3 3 2 134
36 10 30 8 63 4 3 3 160
36 9 29 7 44 3 3 4 141
30 10 31 6 49 4 2 2 135
79 8 31 8 75 3 3 3 218
35 9 26 6 49 3 4 3 135
37 9 27 9 59 3 4 3 158
29 9 65 17 51 3 2 2 183
27 10 32 18 78 2 3 3 176
28 8 47 8 46 3 3 4 148
29 8 33 7 61 3 3 2 150
29 8 29 7 48 2 3 2 135
26 8 29 7 49 3 2 2 134
38 8 29 11 51 3 2 3 152
34 8 30 7 46 4 3 2 138
60 8 30 7 50 2 3 13 178
37 9 33 17 48 3 3 3 153
41 9 113 16 46 4 2 2 236
33 8 27 14 48 3 2 2 137
27 9 28 6 46 3 2 2 130
27 10 68 7 47 3 3 2 167
35 10 32 18 45 3 4 2 154
31 8 28 7 44 3 2 2 127
31 8 30 7 45 3 2 2 137
35 8 28 7 45 3 2 1 137
80 8 28 8 50 2 3 2 189
35 9 30 8 47 3 3 2 144
36 9 27 7 47 2 2 2 135
30 8 37 7 45 2 3 2 138
30 9 35 18 69 3 2 3 173
31 9 31 7 46 2 2 2 134
37 38 31 17 45 4 3 3 186
30 8 30 8 70 3 2 3 161
28 9 68 16 49 2 2 2 179
29 10 84 8 43 3 3 3 183
35 11 30 11 45 3 3 3 143
31 10 28 7 76 2 2 4 163
33 9 29 8 68 3 3 3 158
36 43 95 18 97 3 3 3 299
25 10 32 8 53 4 2 7 142
27 8 30 7 45 3 3 3 135
28 10 29 6 43 4 3 2 132
26 9 31 7 75 3 3 1 163
27 10 28 8 77 2 3 2 160
26 10 31 7 47 2 3 3 135
25 9 29 6 43 3 2 2 121
24 8 31 17 47 3 2 2 134
31 11 34 8 92 3 3 2 191
30 9 28 7 65 3 2 3 156
26 8 30 8 81 3 2 2 164
24 9 35 7 44 2 3 2 134
36 8 42 19 46 3 3 4 168
26 8 27 18 46 3 3 3 135
23 7 29 6 45 3 3 2 127
25 8 27 6 44 3 3 2 127
26 10 30 7 46 3 3 3 136
25 9 28 7 49 2 3 2 132
139 8 33 7 45 3 3 2 240
27 10 32 7 45 3 3 3 134
32 12 32 7 45 3 3 2 138
27 7 30 8 48 2 2 2 132
25 9 28 7 47 2 3 2 128
29 10 28 7 45 3 2 2 128
26 8 28 7 49 3 3 3 135
31 8 27 7 46 2 3 1 131
29 8 26 7 44 4 3 2 124
37 9 36 18 45 4 3 4 158
25 9 28 8 44 3 4 2 130
36 10 31 19 48 3 4 3 162
37 9 31 8 49 3 3 4 146
35 9 29 7 50 3 2 3 146
28 12 31 7 52 4 3 2 145
29 9 31 7 50 4 2 3 135
41 10 33 9 45 3 3 2 153
29 9 30 17 105 2 3 2 198
34 9 29 8 51 3 3 3 140
32 8 30 6 48 3 2 3 133
29 9 29 7 46 3 2 2 127
38 10 29 7 46 2 3 3 140
42 14 55 9 47 4 3 4 182
43 8 29 8 48 3 3 2 146
42 8 35 6 47 3 2 2 151
26 8 26 6 45 2 3 2 119
29 8 30 7 69 3 2 2 159
30 9 31 7 78 2 3 2 163
24 12 33 17 50 2 2 1 141
38 8 29 12 47 3 3 2 143
25 18 31 7 44 2 3 2 138
34 10 29 8 45 2 2 2 132
88 9 32 6 46 3 3 2 191
34 8 29 8 47 3 2 4 135
29 9 31 7 46 4 3 4 137
38 8 28 7 46 2 5 4 140
33 8 30 8 45 4 3 4 135
36 9 38 12 56 4 3 4 169
28 8 36 8 64 2 2 2 154
40 9 32 7 47 4 3 4 154
23 8 33 6 45 2 2 2 129
24 9 29 8 45 3 3 3 130
29 10 28 7 46 3 3 3 136
36 8 30 9 74 3 3 2 165
29 8 30 8 44 3 2 2 130
26 10 31 17 81 3 2 3 175
27 9 28 7 46 3 2 2 124
28 9 33 44 45 3 2 2 173
27 8 35 18 56 3 2 3 158
32 10 30 8 45 3 3 3 143
31 8 30 54 45 2 3 2 179
32 8 29 7 48 2 3 3 140
31 9 32 7 46 3 2 2 136
266 9 41 47 48 3 3 2 419
33 9 30 7 46 3 2 3 142
34 9 70 6 51 2 3 3 181
34 9 28 7 47 3 2 3 136
36 12 31 10 87 4 3 2 190
41 9 31 7 43 3 3 4 145
37 9 30 8 49 3 3 3 142
35 10 31 8 44 3 3 4 143
45 10 33 8 49 4 4 4 157
35 9 31 7 48 3 2 3 142
36 10 58 9 48 3 3 4 174
24 9 31 7 43 4 2 3 128
22 7 31 7 62 2 3 2 141
27 9 54 6 90 6 2 2 200
26 10 28 7 46 6 3 2 134
25 9 27 7 49 3 5 2 130
28 8 27 9 45 5 3 2 135
28 7 27 9 47 3 2 2 127
30 9 28 7 52 3 8 2 142
23 8 28 6 95 2 5 3 177
24 10 29 7 48 3 3 5 138
80 8 31 7 50 3 3 19 205
31 9 34 18 46 3 3 3 151
29 66 32 8 44 3 3 3 188
27 9 28 7 45 2 3 2 132
27 9 29 7 47 3 2 2 131
26 9 28 8 45 3 3 11 141
29 9 35 42 48 3 2 5 174
30 8 32 7 46 3 3 2 134
27 9 33 8 47 3 5 2 137
25 9 32 8 45 2 2 2 125
30 8 29 8 74 3 4 2 167
27 8 27 8 45 3 3 3 125
54 14 29 9 44 4 2 2 164
36 58 30 7 47 2 3 2 188
37 10 29 17 49 3 3 3 157
32 13 31 8 48 4 2 3 150
25 9 29 25 47 2 4 25 169
31 9 34 22 49 3 3 4 155
29 9 39 18 46 2 3 2 153
29 9 31 7 47 2 3 2 135
24 10 29 8 45 2 3 2 129
24 8 33 18 44 2 3 2 140
27 8 29 8 74 3 3 1 162
25 10 31 8 47 2 3 1 132
26 8 30 6 43 2 3 2 122
24 9 29 7 73 3 2 2 154
24 8 29 7 46 2 3 1 122
24 8 29 7 44 3 3 2 121
29 10 29 8 43 3 2 2 134
27 7 30 17 46 2 3 1 135
25 8 31 7 45 3 2 1 122
26 8 30 7 49 3 2 2 130
29 10 31 7 46 3 4 3 137
29 8 31 8 85 2 3 2 177
44 8 30 6 46 3 3 2 150
25 8 27 7 73 3 3 2 150
23 8 29 7 46 2 3 2 122
34 8 28 8 80 3 2 3 174
29 9 30 7 70 2 3 2 153
27 11 29 6 94 2 3 2 177
35 9 30 17 45 3 3 3 147
28 9 29 8 47 4 3 3 132
27 8 28 8 44 4 3 3 132
35 8 27 8 42 3 4 3 132
35 10 27 7 48 3 3 3 143
32 9 32 7 59 3 4 2 153
42 11 36 8 45 3 2 2 154
35 9 32 7 42 3 2 2 140
38 9 28 16 75 4 3 3 185
27 8 27 6 45 2 2 3 125
37 9 34 7 48 4 3 7 149
26 8 30 7 80 3 3 3 163
29 8 28 6 102 2 3 2 188
29 8 32 6 43 3 3 2 129
32 9 28 8 51 3 3 9 147
30 15 27 7 46 3 2 3 140
69 8 27 6 47 3 3 2 167
37 10 29 9 148 3 3 3 248
31 7 26 7 46 3 3 2 130
33 9 28 6 44 3 2 2 130
33 47 31 8 55 3 3 2 186
34 9 32 17 51 3 2 3 155
29 10 30 7 93 3 3 3 184
42 14 31 8 45 3 3 3 157
44 9 28 7 45 3 3 4 151
35 54 30 17 48 4 3 3 203
29 8 33 8 44 3 6 2 140
29 9 30 8 108 4 3 2 199
24 9 29 56 42 3 3 2 175
24 9 42 8 43 3 3 2 140
22 10 27 16 48 3 2 2 139
23 8 28 7 46 3 2 2 123
25 9 28 6 46 3 2 2 127
30 8 27 6 45 3 3 3 129
23 8 31 7 54 3 3 2 136
29 9 30 8 45 3 2 2 128
34 9 29 8 44 3 3 3 133
29 9 37 7 44 2 2 2 135
27 8 29 8 44 2 3 2 129
27 10 28 9 48 3 2 2 136
31 9 29 8 47 2 3 2 139
31 18 31 8 55 3 3 3 157
25 9 29 10 50 2 3 2 134
29 9 27 8 75 2 3 2 159
25 10 29 7 44 3 3 2 124
25 8 27 7 47 3 2 2 126
23 9 30 44 44 3 3 2 166
22 8 27 7 42 3 3 3 122
31 10 29 17 43 4 4 2 146
29 9 28 8 77 3 4 3 166
29 8 28 8 48 3 3 3 139
32 9 29 7 75 3 3 2 161
26 8 28 18 44 3 3 3 142
26 10 32 7 46 3 3 3 139
33 9 29 16 96 4 3 3 195
27 11 29 8 48 3 3 4 134
32 10 29 8 43 3 4 3 139
35 18 29 8 48 3 3 3 148
28 8 34 8 46 3 2 2 138
35 12 29 7 45 3 2 2 142
31 10 30 19 51 2 3 2 150
30 9 30 18 48 3 2 3 143
34 9 30 16 75 3 2 2 171
28 9 71 7 45 2 2 3 173
29 9 27 7 44 3 2 2 126
28 8 29 6 48 2 3 3 129
34 8 32 8 61 3 3 2 153
26 8 46 10 44 3 2 3 142
32 8 26 6 43 3 3 1 123
24 9 26 7 45 3 3 3 123
35 8 27 16 76 3 2 2 178
68 7 26 5 47 3 2 2 160
27 8 33 7 42 3 2 2 125
27 8 31 17 76 3 2 2 173
26 7 30 7 52 2 3 3 133
31 8 29 6 45 2 3 2 126
32 9 31 6 43 3 3 2 131
35 7 30 45 44 4 2 2 178
37 9 28 6 44 3 3 4 140
32 8 30 16 44 5 2 3 142
30 9 31 18 48 3 3 4 147
23 9 29 6 81 3 4 3 163
30 67 32 7 46 3 4 4 201
64 8 28 10 52 2 2 2 174
31 9 32 17 48 4 3 3 149
30 8 74 9 43 2 3 2 178
26 18 30 15 47 3 2 2 148
30 7 29 7 48 2 5 2 134
28 11 29 6 49 3 3 3 133
33 8 27 6 46 3 2 2 130
65 8 31 7 45 3 2 2 170
27 9 29 6 42 2 3 3 128
33 8 29 6 47 2 3 2 139
31 8 28 7 44 2 3 2 128
27 8 28 17 48 6 3 3 143
26 9 28 6 46 2 6 2 127
24 8 29 6 47 3 6 3 132
28 8 32 7 43 6 2 4 135
101 12 28 16 91 2 3 7 264
28 8 28 13 45 3 3 6 143
34 9 28 7 50 3 3 3 145
42 94 29 7 45 3 2 2 225
33 9 30 19 95 3 3 3 200
23 10 32 8 44 4 2 3 135
33 10 48 12 47 4 3 4 161
26 9 41 7 46 4 3 3 140
32 9 58 6 46 4 3 3 168
26 8 29 7 50 4 2 3 131
29 10 26 7 47 3 3 3 134
23 16 28 7 47 3 3 3 132
29 6 27 8 96 3 3 2 176
24 7 28 8 48 3 4 2 125
24 8 30 8 45 3 3 2 125
30 8 30 16 45 3 3 2 143
34 10 27 7 54 3 2 3 140
29 9 29 7 42 3 3 2 132
25 7 27 7 47 3 3 2 126
28 9 27 6 80 3 3 4 168
32 8 28 6 49 3 2 3 137
30 10 30 7 97 2 2 2 187
27 8 28 8 74 3 3 2 161
37 8 27 7 48 2 3 3 135
31 13 33 9 43 3 3 1 143
29 7 33 6 47 3 2 3 135
295 8 27 7 45 3 3 2 397
27 8 26 8 45 2 3 2 126
27 8 26 7 45 3 2 3 126
27 9 30 7 43 3 2 2 126
30 9 27 6 46 3 3 3 136
30 8 35 8 48 2 3 2 136
27 9 27 7 47 3 3 2 133
33 8 30 17 45 3 2 2 143
34 9 33 6 46 3 3 3 140
36 10 31 7 44 3 3 3 139
39 10 31 7 43 3 2 3 140
38 9 26 7 46 3 3 3 143
30 8 28 8 73 2 3 2 158
76 8 35 17 48 4 2 3 201
84 8 29 8 46 3 3 3 189
29 7 29 7 45 3 3 2 131
31 7 29 6 43 4 3 3 128
32 8 37 7 46 3 2 2 140
33 8 29 5 46 3 2 2 136
36 75 24 7 64 3 2 1 220
34 9 28 7 51 2 3 3 143
33 8 26 17 46 3 2 2 137
34 8 30 7 82 2 3 2 171
34 8 32 7 47 3 2 2 140
73 8 64 16 50 3 2 16 233
30 8 30 5 95 2 2 3 182
28 8 33 7 48 3 3 2 140
34 8 75 9 43 3 3 2 180
23 8 33 6 49 3 2 2 134
29 8 29 7 44 2 2 3 131
22 9 30 7 50 3 2 2 129
27 9 27 7 44 2 3 2 129
27 9 28 17 44 2 3 2 132
28 8 27 10 94 3 2 2 175
29 8 32 8 46 3 3 2 134
43 9 32 7 46 3 3 3 152
27 9 58 18 45 2 3 2 172
35 9 27 6 45 3 2 3 134
31 8 31 7 45 3 3 3 132
35 9 30 8 45 3 4 2 142
38 8 30 7 46 3 3 5 141
128 8 28 8 45 3 3 4 234
37 9 29 8 45 5 3 4 145
29 16 30 7 44 3 3 2 137
74 10 31 7 47 3 3 3 185
26 8 29 7 44 3 2 1 124
32 8 29 7 43 3 3 6 134
33 8 30 8 45 3 2 2 137
31 10 29 7 44 3 3 2 135
22 9 28 7 58 2 3 2 138
26 9 32 7 44 3 3 2 127
45 9 30 6 44 3 2 2 141
42 9 31 7 48 3 3 3 155
37 10 31 8 46 4 2 3 143
87 88 119 62 76 3 2 3 441
31 9 32 9 45 3 2 2 139
37 10 32 18 74 3 3 3 180
28 11 31 9 47 3 2 4 142
32 8 35 8 53 3 2 2 149
30 9 42 8 46 2 2 2 143
32 8 32 16 46 3 3 3 145
29 9 35 7 44 2 3 2 133
25 9 30 8 44 3 3 3 125
33 10 92 9 44 3 2 2 204
27 9 27 8 75 3 2 1 157
30 11 29 8 43 3 2 2 132
32 9 30 8 44 4 2 3 141
30 8 33 18 45 2 3 2 141
33 13 33 7 79 3 3 3 174
28 11 32 16 47 3 2 2 144
33 13 27 8 42 3 2 2 132
33 10 36 18 46 2 4 2 157
33 9 33 9 51 4 2 2 146
43 10 30 9 47 4 3 8 159
35 9 31 8 52 3 3 2 150
39 9 30 9 45 4 3 3 145
36 9 27 7 44 2 3 2 133
35 10 31 9 93 3 2 3 194
41 46 30 8 47 4 2 1 181
29 10 31 9 44 2 3 2 135
28 12 34 7 45 3 2 2 142
31 9 30 10 44 2 3 8 142
28 12 30 18 72 4 3 2 177
32 9 30 11 45 3 2 2 140
34 9 28 10 43 3 2 3 135
25 7 30 46 48 3 2 2 169
24 10 29 196 44 3 2 2 310
25 8 29 8 49 3 3 2 127
38 8 30 9 46 3 2 2 138
71 9 30 9 57 3 2 2 189
33 10 29 7 47 3 2 2 139
30 10 33 9 45 2 3 3 144
32 10 33 8 49 2 3 2 147
27 10 30 8 66 3 3 2 153
26 9 29 8 47 3 3 3 129
25 8 30 8 83 3 3 2 163
27 8 30 11 49 3 3 2 136
36 10 28 9 44 3 4 3 138
30 9 30 8 67 3 3 3 161
32 10 33 8 45 3 3 4 147
36 9 30 7 46 3 4 3 145
27 9 28 8 42 3 2 2 124
27 10 31 7 44 3 3 3 134
27 9 116 7 134 3 8 4 316
32 10 31 36 95 4 2 6 218
37 10 31 17 47 3 4 4 154
31 27 29 6 47 3 2 2 152
28 10 72 8 77 3 3 5 209
29 10 28 7 44 2 3 2 127
30 9 29 27 50 3 2 3 153
27 10 33 10 82 3 2 3 173
30 9 34 11 78 3 3 3 180
32 9 31 9 63 3 2 2 153
34 8 30 8 47 3 3 17 157
40 12 32 11 45 3 3 3 150
82 9 31 9 49 4 2 2 193
84 9 31 7 49 3 3 2 191
30 9 30 7 49 3 2 2 134
29 9 31 16 61 3 3 2 162
36 11 33 8 52 3 3 2 150
26 10 34 8 46 3 3 2 139
29 11 34 7 46 2 2 2 135
28 12 30 46 87 3 2 2 217
29 10 32 8 46 3 2 2 137
29 9 29 8 52 2 3 2 136
29 9 33 8 45 3 2 2 137
28 8 33 18 46 2 3 2 142
25 9 35 7 48 3 3 3 138
30 10 29 9 76 2 3 2 166
32 9 33 9 46 3 3 1 140
26 13 32 9 47 2 3 1 141
24 9 30 16 45 2 3 2 139
28 8 31 8 87 2 2 2 176
26 8 31 18 49 3 2 2 148
34 15 28 8 110 3 3 2 208
29 8 28 9 77 3 2 3 162
44 11 40 9 62 3 3 4 177
34 15 34 78 47 2 3 2 217
43 10 37 9 73 4 3 3 188
43 11 33 18 46 3 3 2 166
29 9 33 7 47 3 3 2 133
30 11 32 7 51 3 3 2 142
42 9 31 7 46 2 3 2 147
32 9 62 8 47 2 3 2 169
29 10 32 7 42 3 2 1 129
37 9 28 6 44 3 2 1 139
35 8 31 8 45 2 3 2 141
33 8 31 19 49 3 2 3 155
38 9 29 8 58 2 3 2 155
36 10 33 9 50 2 3 2 149
36 10 30 17 47 4 3 2 152
69 9 30 12 44 3 2 2 172
40 10 31 7 46 3 2 2 143
34 9 31 7 45 3 3 2 137
33 9 30 18 49 5 3 3 151
34 9 35 7 49 3 2 3 151
33 9 30 8 45 3 3 2 136
33 9 29 8 48 3 2 3 135
30 14 30 9 49 2 2 2 141
26 9 32 7 49 3 2 2 133
25 9 32 6 44 2 2 2 128
43 9 30 8 68 3 3 2 166
31 9 29 8 47 3 3 3 138
28 8 36 7 44 2 3 3 133
25 11 78 7 82 2 3 2 216
29 11 69 19 45 2 3 2 183
25 8 30 7 48 2 3 2 126
31 9 29 9 63 3 2 2 149
27 9 33 51 44 3 3 1 176
29 10 31 8 50 2 3 3 144
28 10 33 9 86 3 3 2 178
35 9 31 18 49 3 2 2 154
34 38 35 7 44 3 3 3 173
31 9 32 44 44 2 3 2 176
30 9 35 8 48 4 3 5 142
35 10 31 24 50 3 3 13 178
33 10 30 7 77 3 3 3 169
27 10 33 7 130 3 3 2 222
32 9 29 7 48 3 3 4 137
32 10 31 8 80 4 3 4 173
34 9 33 16 47 3 3 4 157
31 10 69 8 48 3 3 3 183
28 8 30 17 65 3 3 1 163
27 9 30 8 46 3 3 2 136
65 9 35 8 46 3 3 3 173
25 8 28 7 76 3 3 3 154
27 9 29 7 47 3 2 2 134
47 8 32 7 45 3 2 2 148
30 8 28 9 45 3 3 2 129
36 10 30 10 45 4 3 4 150
25 10 32 7 71 2 3 3 160
37 9 30 17 43 3 2 2 143
28 11 31 10 44 3 2 2 132
27 9 29 7 44 4 2 2 124
33 8 28 7 44 3 2 3 132
34 8 28 8 44 3 2 3 131
30 8 32 8 92 2 3 2 182
29 8 32 15 48 2 3 2 139
45 10 115 8 49 2 3 3 236
29 9 31 7 57 2 2 2 141
27 11 30 7 44 3 2 3 130
38 10 32 9 44 4 3 3 152
33 10 32 9 48 2 3 2 141
34 54 33 8 44 3 2 1 181
34 10 30 8 49 2 3 2 145
33 9 28 7 56 4 4 3 153
27 10 37 9 42 4 3 3 135
36 9 41 7 49 3 4 3 152
27 9 29 8 43 4 4 2 128
35 11 31 64 70 3 3 3 223
33 10 42 9 52 3 3 4 158
27 12 36 9 45 4 3 4 145
31 19 40 10 46 6 3 2 164
41 11 31 19 46 2 3 6 162
25 12 35 8 53 3 2 3 150
29 10 37 10 48 3 2 12 154
89 8 28 8 42 3 3 3 191
25 9 30 8 56 3 2 2 143
34 10 32 8 47 3 2 3 141
31 9 31 8 50 3 2 2 138
82 10 31 10 46 3 3 3 195
28 9 29 7 48 3 2 2 128
39 8 30 8 47 3 2 2 148
80 7 29 7 46 3 2 2 179
26 8 29 9 50 2 3 2 138
29 9 31 10 46 3 2 2 139
27 8 31 18 49 3 3 2 143
27 8 30 7 46 3 3 1 129
24 9 33 46 48 2 3 2 175
32 8 32 49 47 2 3 2 178
28 9 34 7 46 3 2 3 137
35 1558 27 8 43 3 3 2 1681
31 8 28 8 46 4 2 2 136
30 9 29 7 46 2 3 2 130
25 9 43 7 48 3 3 2 141
25 9 29 8 46 2 3 2 125
25 10 29 16 46 3 2 3 134
26 8 30 7 43 3 3 3 132
28 9 29 8 44 3 2 3 131
34 9 29 7 44 4 3 3 134
24 9 29 18 44 4 3 3 140
38 10 33 7 48 4 3 4 153
38 10 31 8 46 4 2 1 146
34 9 32 6 45 3 10 2 143
25 8 35 17 44 4 2 3 146
46 10 29 7 46 4 4 4 154
34 9 31 7 44 2 3 2 138
32 8 29 17 47 2 3 2 148
28 8 27 7 43 2 3 2 129
29 8 30 16 44 3 2 2 140
29 9 28 7 47 2 2 2 126
35 9 31 8 53 4 3 2 150
32 8 28 7 45 3 2 2 130
31 9 29 8 46 3 3 2 139
35 8 32 6 48 3 2 3 140
37 9 29 9 45 3 2 2 144
34 9 28 7 47 2 2 2 135
27 10 32 16 49 3 2 3 149
32 8 31 7 43 3 2 2 132
32 8 30 7 44 3 3 2 137
36 7 117 7 44 2 2 2 220
29 10 30 7 45 3 3 2 129
33 9 30 17 45 2 3 2 147
33 9 28 7 46 3 3 3 141
32 10 30 17 46 3 3 2 148
32 8 32 7 47 3 3 2 142
33 7 28 7 44 3 3 2 133
36 8 30 7 91 4 3 2 187
28 8 29 8 47 3 2 2 135
43 10 27 8 48 4 3 3 146
34 9 30 8 45 3 3 3 141
32 9 29 6 47 3 3 3 141
31 12 34 17 49 4 2 2 155
32 8 29 17 51 3 4 3 149
28 9 29 6 88 3 3 4 176
33 10 31 8 48 4 3 4 146
28 8 28 10 46 4 3 2 134
25 36 27 7 45 3 3 3 152
27 9 33 8 46 3 2 3 132
32 9 32 8 48 3 2 3 141
28 10 32 8 110 2 3 2 203
31 9 28 8 46 3 2 2 130
26 8 31 7 45 2 3 2 132
27 9 33 9 45 3 3 2 135
28 9 30 8 48 2 3 2 133
27 50 29 17 44 2 3 2 182
27 8 80 8 46 3 2 1 184
28 8 29 7 47 3 2 1 128
32 9 33 8 63 3 2 2 158
26 10 27 69 46 3 2 2 190
33 8 31 7 46 2 2 2 131
29 17 35 8 46 3 2 2 149
34 9 29 16 49 2 3 2 151
30 9 32 7 53 2 3 2 141
27 9 29 7 46 3 3 2 129
